,-0.1,-0.2,-0.3,-0.4,-0.5,-0.6,-0.7,-0.8,-0.9,-1,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
0,-0.196417,-0.397229,-0.597978,-0.802209,-1.00239,-1.20337,-1.40414,-1.35713,-1.69048,-2.01755,0.000420463,0.201293,0.406003,0.606781,0.807701,1.00608,1.21709,1.41729,1.61855,1.81982,2.01996
1,-0.200314,-0.401081,-0.601886,-0.802774,-1.00264,-1.20285,-1.40394,-1.60137,-1.80191,-2.01561,0.000421298,0.20117,0.402215,0.603073,0.80393,1.00507,1.20939,1.41021,1.61083,1.81185,2.01244
2,-0.200435,-0.401213,-0.602124,-0.802975,-1.00247,-1.20268,-1.40387,-1.60299,-1.80324,-2.01502,0.000289619,0.201026,0.402033,0.602827,0.803718,1.00573,1.20819,1.40861,1.60972,1.81068,2.01085
3,-0.200522,-0.401324,-0.602192,-0.803035,-1.00247,-1.20329,-1.40433,-1.60357,-1.80396,-2.01414,0.000124228,0.201019,0.401884,0.602681,0.803605,1.00544,1.20734,1.40828,1.60873,1.80965,2.01011
4,-0.200709,-0.401369,-0.602296,-0.803105,-1.00272,-1.20359,-1.40421,-1.60375,-1.80463,-2.01286,0.000193,0.20098,0.401804,0.602627,0.803628,1.00578,1.20715,1.40751,1.60847,1.80974,2.01015
5,-0.20065,-0.401379,-0.602311,-0.803135,-1.00226,-1.20323,-1.40412,-1.60393,-1.80482,-2.01238,0.00011071,0.200946,0.40172,0.602598,0.803498,1.00541,1.20637,1.40746,1.60793,1.809,2.00993
6,-0.200682,-0.401502,-0.602331,-0.803205,-1.00246,-1.20301,-1.40397,-1.60385,-1.80492,-2.01182,0.000122762,0.20092,0.401782,0.60265,0.803447,1.00536,1.20665,1.40731,1.60804,1.80875,2.00912
7,-0.200671,-0.401444,-0.602427,-0.803264,-1.00264,-1.20316,-1.40364,-1.60399,-1.80495,-2.01189,0.000204635,0.200938,0.401678,0.602635,0.803488,1.00497,1.20673,1.40732,1.6079,1.80877,2.00922
8,-0.200777,-0.401563,-0.602482,-0.803134,-1.00278,-1.20361,-1.40391,-1.60454,-1.80535,-2.01108,6.52671E-05,0.200919,0.401729,0.602537,0.80348,1.0052,1.20656,1.40701,1.60811,1.80867,2.00913
9,-0.200668,-0.401489,-0.602444,-0.803168,-1.00287,-1.20314,-1.40379,-1.60475,-1.80535,-2.01141,0.000114179,0.200899,0.401677,0.602506,0.803403,1.00494,1.2063,1.40706,1.60774,1.80905,2.00928
10,-0.200715,-0.401527,-0.602484,-0.803268,-1.00262,-1.20358,-1.40385,-1.60458,-1.80524,-2.01036,8.03471E-05,0.200865,0.40171,0.602487,0.80342,1.00546,1.20665,1.40709,1.60749,1.80861,2.00909
11,-0.200768,-0.401458,-0.602495,-0.803196,-1.00279,-1.2041,-1.40425,-1.60508,-1.80517,-2.01075,6.17504E-05,0.200868,0.401627,0.60243,0.80337,1.00526,1.2061,1.40653,1.60782,1.80862,2.00924
12,-0.200776,-0.401419,-0.602507,-0.803284,-1.00296,-1.20349,-1.40409,-1.60403,-1.80529,-2.01064,-2.93493E-05,0.200915,0.401689,0.602496,0.803382,1.00498,1.20603,1.40695,1.60789,1.80844,2.009
13,-0.200823,-0.40156,-0.602424,-0.803211,-1.00248,-1.20372,-1.40406,-1.60483,-1.80544,-2.01051,3.76701E-05,0.200862,0.401658,0.602496,0.803344,1.00517,1.20654,1.40699,1.60782,1.80813,2.00937
